850068;2021;Quali B mU13 ZR4;
827123;2021;Quali B wU13 ZR4;
802882;2021;Oberliga 5 U13;
921714;2021;Quali A mU13 ZR5;
824590;2021;Quali A wU13 ZR5;
921723;2021;Quali B mU13 ZR5;
802881;2021;Oberliga 6 U13;
921715;2021;Quali A mU13 ZR6;
824591;2021;Quali A wU13 ZR6;
802880;2021;Oberliga 7 U13;
824592;2021;Quali A wU13 ZR7;
802879;2021;Oberliga 8 U13;
824593;2021;Quali A wU13 ZR8;
827218;2021;Bezirksmeisterturnier mU12;
827220;2021;Bezirksmeisterturnier wU12;
763641;2021;Bezirksliga 3 mU16;
803077;2021;Bezirksliga 6 U14;
803204;2021;Bezirksliga 7 U14;
802844;2021;Bezirksliga 8 U14;
802918;2021;Bezirksliga 9 U14;
823064;2021;Bezirksliga 4 U13;
845977;2021;Bezirksliga 5 U13;
918343;2021;Bezirksliga 6 U13;
803191;2021;Bezirksliga 3 U14;
803073;2021;Bezirksliga 4 U14;
803075;2021;Bezirksliga 5 U14;
763646;2021;Bezirksliga 2 U13;
823056;2021;Bezirksliga 3 U13;
843555;2021;Bezirksliga 1 U12;
763657;2021;Bezirksliga 2 U12;
832099;2021;Bezirksliga 6 U16;
802929;2021;Bezirksliga 12 U14;
803173;2021;Bezirksliga 14 U14;
803174;2021;Bezirksliga 15 U14;
803112;2021;Bezirksliga 16 U14;
803083;2021;Bezirksliga 17 U14;
823068;2021;Bezirksliga 11 U13;
823049;2021;Bezirksliga 12 U13;
823050;2021;Bezirksliga 13 U13;
823051;2021;Bezirksliga 14 U13;
823052;2021;Bezirksliga 15 U13;
918344;2021;Bezirksliga 16 U13;
918346;2021;Bezirksliga 17 U13;
918345;2021;Bezirksliga 18 U13;
827110;2021;Bezirksmeisterschaft Westfalen-Süd männliche U12;
846008;2021;Bezirksliga 5 U12;
921718;2021;Bezirksmeisterschaft Westfalen-Süd weibliche U12;
832102;2021;Bezirksliga 1 U16;
803168;2021;Bezirksliga 4 U16;
827273;2021;Bezirksliga 1 U14;
827274;2021;Bezirksliga 2 U14;
918349;2021;Bezirksliga 1 U13;
802902;2021;Oberliga 1 wU20;
802903;2021;Oberliga 2 wU20;
802909;2021;Oberliga 3 wU20;
802910;2021;Oberliga 4 wU20;
802923;2021;Oberliga 5 wU20;
802978;2021;Oberliga 1 wU18;
824609;2021;Quali A wU18 ZR1;
826888;2021;Quali B wU18 ZR1;
802982;2021;Oberliga 2 wU18;
824610;2021;Quali A wU18 ZR2;
826889;2021;Quali B wU18 ZR2;
802965;2021;Oberliga 3 wU18;
824611;2021;Quali A wU18 ZR3;
826890;2021;Quali B wU18 ZR3;
802964;2021;Oberliga 4 wU18;
824614;2021;Quali A wU18 ZR4;
826891;2021;Quali B wU18 ZR4;
802981;2021;Oberliga 5 wU18;
824615;2021;Quali A wU18 ZR5;
802907;2021;Oberliga 6 wU18;
824616;2021;Quali A wU18 ZR6;
803006;2021;Oberliga 1 wU16;
825041;2021;Quali A wU16 ZR1;
826911;2021;Quali B wU16 ZR1;
803008;2021;Oberliga 2 wU16;
825042;2021;Quali A wU16 ZR2;
826912;2021;Quali B wU16 ZR2;
802998;2021;Oberliga 3 wU16;
825043;2021;Quali A wU16 ZR3;
826913;2021;Quali B wU16 ZR3;
802999;2021;Oberliga 4 wU16;
825044;2021;Quali A wU16 ZR4;
826914;2021;Quali B wU16 ZR4;
803009;2021;Oberliga 5 wU16;
825045;2021;Quali A wU16 ZR5;
803203;2021;Bezirksliga 7 wU20;
802911;2021;Bezirksliga 8 wU20;
803056;2021;Bezirksliga 8 wU18;
802872;2021;Bezirksliga 9 wU18;
802912;2021;Bezirksliga 10 wU18;
802913;2021;Bezirksliga 11 wU18;
803060;2021;Bezirksliga 6 wU16;
803062;2021;Bezirksliga 7 wU16;
803206;2021;Bezirksliga 8 wU16;
899512;2021;Bezirksliga 9 wU20;
802914;2021;Bezirksliga 12 wU18;
803180;2021;Bezirksliga 13 wU18;
803069;2021;Bezirksliga 9 wU16;
802916;2021;Bezirksliga 13 wU16;
827260;2021;Bezirksliga 4 wU20;
803051;2021;Bezirksliga 5 wU20;
803096;2021;Bezirksliga 6 wU20;
803161;2021;Bezirksliga 4 wU18;
899505;2021;Bezirksliga 5 wU18;
803053;2021;Bezirksliga 6 wU18;
803054;2021;Bezirksliga 7 wU18;
803166;2021;Bezirksliga 3 wU16;
832112;2021;Bezirksliga 4 wU16;
827261;2021;Bezirksliga 5 wU16;
802868;2021;Bezirksliga 10 wU20;
763638;2021;Bezirksliga 11 wU20;
803181;2021;Bezirksliga 14 wU18;
899509;2021;Bezirksliga 15 wU18;
803081;2021;Bezirksliga 16 wU18;
763639;2021;Bezirksliga 11 wU16;
802843;2021;Bezirksliga 12 wU16;
802917;2021;Bezirksliga 14 wU16;
803019;2021;Bezirksliga 15 wU16;
899506;2021;Bezirksliga 16 wU16;
803153;2021;Bezirksliga 1 wU20;
803139;2021;Bezirksliga 2 wU20;
803147;2021;Bezirksliga 3 wU20;
803159;2021;Bezirksliga 1 wU18;
803160;2021;Bezirksliga 2 wU18;
803158;2021;Bezirksliga 3 wU18;
803162;2021;Bezirksliga 1 wU16;
803164;2021;Bezirksliga 2 wU16;
802798;2021;Oberliga 1 Männer;
802800;2021;Oberliga 2 Männer;
832106;2021;Oberliga 3 Männer;
802828;2021;Verbandsliga 1 Männer;
802808;2021;Verbandsliga 2 Männer;
802775;2021;Verbandsliga 3 Männer;
802786;2021;Verbandsliga 4 Männer;
763596;2021;Verbandsliga 5 Männer;
803023;2021;Landesliga 8 Männer;
832107;2021;Landesliga 9 Männer;
802928;2021;Bezirksliga 14 Männer;
763623;2021;Bezirksliga 15 Männer;
803029;2021;Bezirksliga 16 Männer;
802816;2021;Landesliga 3 Männer;
802817;2021;Landesliga 4 Männer;
802855;2021;Bezirksliga 5 Männer;
802856;2021;Bezirksliga 6 Männer;
802857;2021;Bezirksliga 7 Männer;
803032;2021;Landesliga 5 Männer;
803034;2021;Landesliga 6 Männer;
803093;2021;Bezirksliga 9 Männer;
803094;2021;Bezirksliga 10 Männer;
763620;2021;Bezirksliga 13 Männer;
899503;2021;Bezirksklasse 20 Männer;
802779;2021;Landesliga 7 Männer;
803095;2021;Bezirksliga 11 Männer;
763611;2021;Bezirksliga 12 Männer;
802947;2021;Landesliga 1 Männer;
802949;2021;Landesliga 2 Männer;
833839;2021;Bezirksliga 1 Männer;
832115;2021;Bezirksliga 2 Männer;
763608;2021;Bezirksliga 3 Männer;
